,year,state,congressional_district,party,candidatevotes,totalvotes,state_district
4103,1994,Massachusetts,6,REPUBLICAN,120952,239444,massachusetts_6
4104,1994,Massachusetts,7,DEMOCRAT,146246,226988,massachusetts_7
4105,1994,Massachusetts,8,DEMOCRAT,113224,114423,massachusetts_8
4106,1994,Massachusetts,9,DEMOCRAT,146287,209698,massachusetts_9
4107,1994,Massachusetts,10,DEMOCRAT,172753,251309,massachusetts_10
4108,1994,Michigan,1,DEMOCRAT,121433,213549,michigan_1
4109,1994,Michigan,2,REPUBLICAN,146164,194187,michigan_2
4110,1994,Michigan,3,REPUBLICAN,136711,185077,michigan_3
4111,1994,Michigan,4,REPUBLICAN,145176,198534,michigan_4
4112,1994,Michigan,5,DEMOCRAT,126456,193190,michigan_5
4113,1994,Michigan,6,REPUBLICAN,121923,165966,michigan_6
4114,1994,Michigan,7,REPUBLICAN,115621,177500,michigan_7
4115,1994,Michigan,8,REPUBLICAN,109663,212481,michigan_8
4116,1994,Michigan,9,DEMOCRAT,97096,189563,michigan_9
4117,1994,Michigan,10,DEMOCRAT,121876,195822,michigan_10
4118,1994,Michigan,11,REPUBLICAN,154696,226884,michigan_11
4119,1994,Michigan,12,DEMOCRAT,103508,199018,michigan_12
4120,1994,Michigan,13,DEMOCRAT,89573,172678,michigan_13
4121,1994,Michigan,14,DEMOCRAT,128463,157631,michigan_14
4122,1994,Michigan,15,DEMOCRAT,119442,142014,michigan_15
4123,1994,Michigan,16,DEMOCRAT,105849,178980,michigan_16
4124,1994,Minnesota,1,REPUBLICAN,117613,213218,minnesota_1
4125,1994,Minnesota,2,DEMOCRATIC-FARMER-LABOR,114289,219785,minnesota_2
4126,1994,Minnesota,3,REPUBLICAN,173223,236531,minnesota_3
4127,1994,Minnesota,4,DEMOCRATIC-FARMER-LABOR,115638,210630,minnesota_4
4128,1994,Minnesota,5,DEMOCRATIC-FARMER-LABOR,121515,196172,minnesota_5
4129,1994,Minnesota,6,DEMOCRATIC-FARMER-LABOR,113740,227775,minnesota_6
4130,1994,Minnesota,7,DEMOCRATIC-FARMER-LABOR,108023,211003,minnesota_7
4131,1994,Minnesota,8,DEMOCRATIC-FARMER-LABOR,153161,233271,minnesota_8
4132,1994,Mississippi,1,REPUBLICAN,80553,127745,mississippi_1
4133,1994,Mississippi,2,DEMOCRAT,68014,126692,mississippi_2
4134,1994,Mississippi,3,DEMOCRAT,83163,122989,mississippi_3
4135,1994,Mississippi,4,DEMOCRAT,82939,121139,mississippi_4
4136,1994,Mississippi,5,DEMOCRAT,73179,121754,mississippi_5
4137,1994,Missouri,1,DEMOCRAT,97061,153018,missouri_1
4138,1994,Missouri,2,REPUBLICAN,154882,230287,missouri_2
4139,1994,Missouri,3,DEMOCRAT,117601,203940,missouri_3
4140,1994,Missouri,4,DEMOCRAT,137876,203492,missouri_4
4141,1994,Missouri,5,DEMOCRAT,100391,177511,missouri_5
4142,1994,Missouri,6,DEMOCRAT,140108,211817,missouri_6
4143,1994,Missouri,7,REPUBLICAN,112228,195916,missouri_7
4144,1994,Missouri,8,REPUBLICAN,129320,185586,missouri_8
4145,1994,Missouri,9,DEMOCRAT,103443,204942,missouri_9
4146,1994,Montana,0,DEMOCRAT,171372,352133,montana_0
4147,1994,Nebraska,1,REPUBLICAN,117967,188550,nebraska_1
4148,1994,Nebraska,2,REPUBLICAN,92516,185310,nebraska_2
4149,1994,Nebraska,3,REPUBLICAN,154919,196903,nebraska_3
4150,1994,Nevada,1,REPUBLICAN,73769,152167,nevada_1
4151,1994,Nevada,2,REPUBLICAN,142202,223932,nevada_2
4152,1994,New Hampshire,1,REPUBLICAN,97017,147822,new hampshire_1
4153,1994,New Hampshire,2,REPUBLICAN,83121,161573,new hampshire_2
4154,1994,New Jersey,1,DEMOCRAT,108155,149660,new jersey_1
4155,1994,New Jersey,2,REPUBLICAN,102566,158717,new jersey_2
4156,1994,New Jersey,3,REPUBLICAN,115750,174328,new jersey_3
4157,1994,New Jersey,4,REPUBLICAN,109818,161767,new jersey_4
4158,1994,New Jersey,5,REPUBLICAN,139964,188505,new jersey_5
4159,1994,New Jersey,6,DEMOCRAT,88922,147331,new jersey_6
4160,1994,New Jersey,7,REPUBLICAN,98814,165857,new jersey_7
4161,1994,New Jersey,8,REPUBLICAN,70494,141368,new jersey_8
4162,1994,New Jersey,9,DEMOCRAT,99984,159888,new jersey_9
4163,1994,New Jersey,10,DEMOCRAT,74622,98368,new jersey_10
4164,1994,New Jersey,11,REPUBLICAN,127868,179580,new jersey_11
4165,1994,New Jersey,12,REPUBLICAN,125939,184280,new jersey_12
4166,1994,New Jersey,13,DEMOCRAT,67688,95467,new jersey_13
4167,1994,New Mexico,1,REPUBLICAN,119996,162312,new mexico_1
4168,1994,New Mexico,2,REPUBLICAN,89966,142180,new mexico_2
4169,1994,New Mexico,3,DEMOCRAT,99900,157112,new mexico_3
4170,1994,New York,1,DEMOCRAT,78692,184033,new york_1
4171,1994,New York,2,REPUBLICAN,86857,162546,new york_2
4172,1994,New York,3,REPUBLICAN,98628,218772,new york_3
4173,1994,New York,4,REPUBLICAN,87815,196690,new york_4
4174,1994,New York,5,DEMOCRAT,89581,190775,new york_5
4175,1994,New York,6,DEMOCRAT,68596,111990,new york_6
4176,1994,New York,7,DEMOCRAT,58935,123885,new york_7
4177,1994,New York,8,DEMOCRAT,103268,161225,new york_8
4178,1994,New York,9,DEMOCRAT,90783,158807,new york_9
4179,1994,New York,10,DEMOCRAT,74264,116192,new york_10
4180,1994,New York,11,DEMOCRAT,59850,92251,new york_11
4181,1994,New York,12,DEMOCRAT,37322,67437,new york_12
4182,1994,New York,13,REPUBLICAN,83509,158567,new york_13
4183,1994,New York,14,DEMOCRAT,96795,169347,new york_14
4184,1994,New York,15,DEMOCRAT,74566,108602,new york_15
4185,1994,New York,16,DEMOCRAT,57157,85519,new york_16
4186,1994,New York,17,DEMOCRAT,70486,118987,new york_17
4187,1994,New York,18,DEMOCRAT,91663,182550,new york_18
4188,1994,New York,19,REPUBLICAN,100173,208689,new york_19
4189,1994,New York,20,REPUBLICAN,120334,203209,new york_20
4190,1994,New York,21,DEMOCRAT,131916,242005,new york_21
4191,1994,New York,22,REPUBLICAN,129579,234916,new york_22
4192,1994,New York,23,REPUBLICAN,124486,205688,new york_23
4193,1994,New York,24,REPUBLICAN,108278,184879,new york_24
4194,1994,New York,25,REPUBLICAN,96363,209747,new york_25
4195,1994,New York,26,DEMOCRAT,90852,206782,new york_26
4196,1994,New York,27,REPUBLICAN,122592,220574,new york_27
4197,1994,New York,28,DEMOCRAT,110987,207274,new york_28
4198,1994,New York,29,DEMOCRAT,97619,193783,new york_29
4199,1994,New York,30,REPUBLICAN,106551,202226,new york_30
4200,1994,New York,31,REPUBLICAN,106898,195961,new york_31
4201,1994,North Carolina,1,DEMOCRAT,66827,109429,north carolina_1
4202,1994,North Carolina,2,REPUBLICAN,79207,141329,north carolina_2
4203,1994,North Carolina,3,REPUBLICAN,72464,137477,north carolina_3
4204,1994,North Carolina,4,REPUBLICAN,77773,154331,north carolina_4
4205,1994,North Carolina,5,REPUBLICAN,84741,147935,north carolina_5
4206,1994,North Carolina,6,REPUBLICAN,98355,98355,north carolina_6
4207,1994,North Carolina,7,DEMOCRAT,62670,121519,north carolina_7
4208,1994,North Carolina,8,DEMOCRAT,62845,119985,north carolina_8
4209,1994,North Carolina,9,REPUBLICAN,82374,126753,north carolina_9
4210,1994,North Carolina,10,REPUBLICAN,107829,150768,north carolina_10
4211,1994,North Carolina,11,REPUBLICAN,115826,192688,north carolina_11
4212,1994,North Carolina,12,DEMOCRAT,57655,87621,north carolina_12
4213,1994,North Dakota,0,DEMOCRAT,123134,235389,north dakota_0
4214,1994,Ohio,1,REPUBLICAN,92997,165819,ohio_1
4215,1994,Ohio,2,REPUBLICAN,150128,193858,ohio_2
4216,1994,Ohio,3,DEMOCRAT,105342,177656,ohio_3
4217,1994,Ohio,4,REPUBLICAN,139841,139841,ohio_4
4218,1994,Ohio,5,REPUBLICAN,135879,185214,ohio_5
4219,1994,Ohio,6,REPUBLICAN,91263,179124,ohio_6
4220,1994,Ohio,7,REPUBLICAN,140124,140124,ohio_7
4221,1994,Ohio,8,REPUBLICAN,148338,148425,ohio_8
4222,1994,Ohio,9,DEMOCRAT,118120,156785,ohio_9
4223,1994,Ohio,10,REPUBLICAN,95226,183639,ohio_10
4224,1994,Ohio,11,DEMOCRAT,114220,147928,ohio_11
4225,1994,Ohio,12,REPUBLICAN,114608,172345,ohio_12
4226,1994,Ohio,13,DEMOCRAT,93147,189776,ohio_13
4227,1994,Ohio,14,DEMOCRAT,96274,185404,ohio_14
4228,1994,Ohio,15,REPUBLICAN,112912,159696,ohio_15
4229,1994,Ohio,16,REPUBLICAN,137322,183103,ohio_16
4230,1994,Ohio,17,DEMOCRAT,149004,192494,ohio_17
4231,1994,Ohio,18,REPUBLICAN,103115,191041,ohio_18
4232,1994,Ohio,19,REPUBLICAN,99997,206242,ohio_19
4233,1994,Oklahoma,1,REPUBLICAN,107085,170838,oklahoma_1
4234,1994,Oklahoma,2,REPUBLICAN,82479,158422,oklahoma_2
4235,1994,Oklahoma,3,DEMOCRAT,115731,156878,oklahoma_3
4236,1994,Oklahoma,4,REPUBLICAN,80251,155401,oklahoma_4
4237,1994,Oklahoma,5,REPUBLICAN,136877,175147,oklahoma_5
4238,1994,Oklahoma,6,REPUBLICAN,106961,152360,oklahoma_6
4239,1994,Oregon,1,DEMOCRAT,121147,253989,oregon_1
4240,1994,Oregon,2,REPUBLICAN,134255,234381,oregon_2
4241,1994,Oregon,3,DEMOCRAT,161624,222822,oregon_3
4242,1994,Oregon,4,DEMOCRAT,158981,238149,oregon_4
4243,1994,Oregon,5,REPUBLICAN,121369,243616,oregon_5
4244,1994,Pennsylvania,1,DEMOCRAT,99669,122264,pennsylvania_1
4245,1994,Pennsylvania,2,DEMOCRAT,120553,140377,pennsylvania_2
4246,1994,Pennsylvania,3,DEMOCRAT,92702,147911,pennsylvania_3
4247,1994,Pennsylvania,4,DEMOCRAT,119115,185630,pennsylvania_4
4248,1994,Pennsylvania,5,REPUBLICAN,145335,145431,pennsylvania_5
4249,1994,Pennsylvania,6,DEMOCRAT,90023,158633,pennsylvania_6
4250,1994,Pennsylvania,7,REPUBLICAN,137480,197325,pennsylvania_7
4251,1994,Pennsylvania,8,REPUBLICAN,110499,167174,pennsylvania_8
4252,1994,Pennsylvania,9,REPUBLICAN,146688,147203,pennsylvania_9
4253,1994,Pennsylvania,10,REPUBLICAN,106992,162890,pennsylvania_10
4254,1994,Pennsylvania,11,DEMOCRAT,101966,153277,pennsylvania_11
4255,1994,Pennsylvania,12,DEMOCRAT,117825,171005,pennsylvania_12
4256,1994,Pennsylvania,13,REPUBLICAN,96254,194788,pennsylvania_13
4257,1994,Pennsylvania,14,DEMOCRAT,105310,164210,pennsylvania_14
4258,1994,Pennsylvania,15,DEMOCRAT,72073,150909,pennsylvania_15
4259,1994,Pennsylvania,16,REPUBLICAN,109759,157455,pennsylvania_16
4260,1994,Pennsylvania,17,REPUBLICAN,133788,133975,pennsylvania_17
4261,1994,Pennsylvania,18,DEMOCRAT,101784,185750,pennsylvania_18
4262,1994,Pennsylvania,19,REPUBLICAN,124496,125117,pennsylvania_19
4263,1994,Pennsylvania,20,DEMOCRAT,95251,179419,pennsylvania_20
4264,1994,Pennsylvania,21,REPUBLICAN,89439,180829,pennsylvania_21
4265,1994,Rhode Island,1,DEMOCRAT,89832,165901,rhode island_1
4266,1994,Rhode Island,2,DEMOCRAT,119659,176007,rhode island_2
4267,1994,South Carolina,1,REPUBLICAN,97803,147471,south carolina_1
4268,1994,South Carolina,2,REPUBLICAN,133307,133592,south carolina_2
4269,1994,South Carolina,3,REPUBLICAN,90123,150068,south carolina_3
4270,1994,South Carolina,4,REPUBLICAN,109626,149176,south carolina_4
4271,1994,South Carolina,5,DEMOCRAT,77311,148363,south carolina_5
4272,1994,South Carolina,6,DEMOCRAT,88635,138923,south carolina_6
4273,1994,South Dakota,0,DEMOCRAT,183036,305922,south dakota_0
4274,1994,Tennessee,1,REPUBLICAN,102947,141227,tennessee_1
4275,1994,Tennessee,2,REPUBLICAN,128937,142482,tennessee_2
4276,1994,Tennessee,3,REPUBLICAN,84583,161853,tennessee_3
4277,1994,Tennessee,4,REPUBLICAN,81539,143976,tennessee_4
4278,1994,Tennessee,5,DEMOCRAT,95953,159304,tennessee_5
4279,1994,Tennessee,6,DEMOCRAT,90933,179699,tennessee_6
4280,1994,Tennessee,7,REPUBLICAN,102587,170383,tennessee_7
4281,1994,Tennessee,8,DEMOCRAT,97951,153538,tennessee_8
4282,1994,Tennessee,9,DEMOCRAT,94805,164040,tennessee_9
4283,1994,Texas,1,DEMOCRAT,86480,156392,texas_1
4284,1994,Texas,2,DEMOCRAT,87709,153780,texas_2
4285,1994,Texas,3,REPUBLICAN,157011,172622,texas_3
4286,1994,Texas,4,DEMOCRAT,99303,168947,texas_4
4287,1994,Texas,5,DEMOCRAT,61877,123616,texas_5
4288,1994,Texas,6,REPUBLICAN,152038,201012,texas_6
4289,1994,Texas,7,REPUBLICAN,116873,116873,texas_7
4290,1994,Texas,8,REPUBLICAN,148473,161304,texas_8
4291,1994,Texas,9,REPUBLICAN,81353,156797,texas_9
4292,1994,Texas,10,DEMOCRAT,113738,201986,texas_10
4293,1994,Texas,11,DEMOCRAT,76667,129543,texas_11
4294,1994,Texas,12,DEMOCRAT,96372,140331,texas_12
4295,1994,Texas,13,REPUBLICAN,79466,143389,texas_13
4296,1994,Texas,14,DEMOCRAT,86175,154968,texas_14
4297,1994,Texas,15,DEMOCRAT,61527,104366,texas_15
4298,1994,Texas,16,DEMOCRAT,49815,87224,texas_16
4299,1994,Texas,17,DEMOCRAT,83497,155605,texas_17
4300,1994,Texas,18,DEMOCRAT,84790,115390,texas_18
4301,1994,Texas,19,REPUBLICAN,120641,120641,texas_19
4302,1994,Texas,20,DEMOCRAT,60114,96149,texas_20
4303,1994,Texas,21,REPUBLICAN,165595,184075,texas_21
4304,1994,Texas,22,REPUBLICAN,120302,163144,texas_22
4305,1994,Texas,23,REPUBLICAN,73815,117916,texas_23
4306,1994,Texas,24,DEMOCRAT,65019,123081,texas_24
4307,1994,Texas,25,DEMOCRAT,61959,118529,texas_25
4308,1994,Texas,26,REPUBLICAN,135398,177191,texas_26
4309,1994,Texas,27,DEMOCRAT,65325,110018,texas_27
4310,1994,Texas,28,DEMOCRAT,73986,104375,texas_28
4311,1994,Texas,29,DEMOCRAT,44102,60054,texas_29
4312,1994,Texas,30,DEMOCRAT,73166,100742,texas_30
4313,1994,Utah,1,REPUBLICAN,104954,162618,utah_1
4314,1994,Utah,2,REPUBLICAN,85507,186585,utah_2
4315,1994,Utah,3,DEMOCRAT,91505,155146,utah_3
4316,1994,Vermont,0,INDEPENDENT,105502,211449,vermont_0
4317,1994,Virginia,1,REPUBLICAN,142930,192496,virginia_1
4318,1994,Virginia,2,DEMOCRAT,81372,137802,virginia_2
4319,1994,Virginia,3,DEMOCRAT,108532,136620,virginia_3
4320,1994,Virginia,4,DEMOCRAT,115055,186755,virginia_4
4321,1994,Virginia,5,DEMOCRAT,95308,178897,virginia_5
4322,1994,Virginia,6,REPUBLICAN,126455,126644,virginia_6
4323,1994,Virginia,7,REPUBLICAN,176941,210632,virginia_7
4324,1994,Virginia,8,DEMOCRAT,120281,202673,virginia_8
4325,1994,Virginia,9,DEMOCRAT,102876,175024,virginia_9
4326,1994,Virginia,10,REPUBLICAN,153311,175531,virginia_10
4327,1994,Virginia,11,REPUBLICAN,98216,185680,virginia_11
4328,1994,Washington,1,REPUBLICAN,100554,194664,washington_1
4329,1994,Washington,2,REPUBLICAN,107430,196526,washington_2
4330,1994,Washington,3,REPUBLICAN,100188,192634,washington_3
4331,1994,Washington,4,REPUBLICAN,92828,174026,washington_4
4332,1994,Washington,5,REPUBLICAN,110057,216131,washington_5
4333,1994,Washington,6,DEMOCRAT,105480,180802,washington_6
4334,1994,Washington,7,DEMOCRAT,148353,197444,washington_7
4335,1994,Washington,8,REPUBLICAN,140409,184574,washington_8
4336,1994,Washington,9,REPUBLICAN,77833,150284,washington_9
4337,1994,West Virginia,1,DEMOCRAT,103177,146767,west virginia_1
4338,1994,West Virginia,2,DEMOCRAT,90757,142448,west virginia_2
4339,1994,West Virginia,3,DEMOCRAT,74967,117349,west virginia_3
4340,1994,Wisconsin,1,REPUBLICAN,83937,169855,wisconsin_1
4341,1994,Wisconsin,2,REPUBLICAN,133734,193249,wisconsin_2
4342,1994,Wisconsin,3,REPUBLICAN,89338,160313,wisconsin_3
4343,1994,Wisconsin,4,DEMOCRAT,93789,174689,wisconsin_4
4344,1994,Wisconsin,5,DEMOCRAT,87806,140640,wisconsin_5
4345,1994,Wisconsin,6,REPUBLICAN,119384,119987,wisconsin_6
4346,1994,Wisconsin,7,DEMOCRAT,97184,178921,wisconsin_7
4347,1994,Wisconsin,8,REPUBLICAN,114319,179460,wisconsin_8
4348,1994,Wisconsin,9,REPUBLICAN,141617,141953,wisconsin_9
4349,1994,Wyoming,0,REPUBLICAN,104426,196197,wyoming_0
4350,1996,Alabama,1,REPUBLICAN,132206,205417,alabama_1
4351,1996,Alabama,2,REPUBLICAN,132563,209793,alabama_2
4352,1996,Alabama,3,REPUBLICAN,98353,195047,alabama_3
4353,1996,Alabama,4,REPUBLICAN,102741,205917,alabama_4
4354,1996,Alabama,5,DEMOCRAT,114442,205547,alabama_5
4355,1996,Alabama,6,REPUBLICAN,180781,254859,alabama_6
4356,1996,Alabama,7,DEMOCRAT,136651,192113,alabama_7
4357,1996,Alaska,0,REPUBLICAN,138834,233700,alaska_0
4358,1996,Arizona,1,REPUBLICAN,135634,225372,arizona_1
4359,1996,Arizona,2,DEMOCRAT,81982,126101,arizona_2
4360,1996,Arizona,3,REPUBLICAN,175231,263445,arizona_3
4361,1996,Arizona,4,REPUBLICAN,150486,225343,arizona_4
4362,1996,Arizona,5,REPUBLICAN,179349,260898,arizona_5
4363,1996,Arizona,6,REPUBLICAN,121431,255287,arizona_6
4364,1996,Arkansas,1,DEMOCRAT,105280,199450,arkansas_1
4365,1996,Arkansas,2,DEMOCRAT,114841,219389,arkansas_2
4366,1996,Arkansas,3,REPUBLICAN,137093,246132,arkansas_3
4367,1996,Arkansas,4,REPUBLICAN,125956,198347,arkansas_4
4368,1996,California,1,REPUBLICAN,110243,222119,california_1
4369,1996,California,2,REPUBLICAN,144913,238326,california_2
4370,1996,California,3,DEMOCRAT,118663,221737,california_3
4371,1996,California,4,REPUBLICAN,164048,271315,california_4
4372,1996,California,5,DEMOCRAT,142618,202460,california_5
4373,1996,California,6,DEMOCRAT,156958,253836,california_6
4374,1996,California,7,DEMOCRAT,137089,190917,california_7
4375,1996,California,8,DEMOCRAT,175216,207738,california_8
4376,1996,California,9,DEMOCRAT,154806,200968,california_9
4377,1996,California,10,DEMOCRAT,137726,283183,california_10
4378,1996,California,11,REPUBLICAN,107477,181096,california_11
4379,1996,California,12,DEMOCRAT,149049,207908,california_12
4380,1996,California,13,DEMOCRAT,114408,175539,california_13
4381,1996,California,14,DEMOCRAT,148773,229633,california_14
4382,1996,California,15,REPUBLICAN,132737,226868,california_15
4383,1996,California,16,DEMOCRAT,94020,143207,california_16
4384,1996,California,17,DEMOCRAT,115116,195545,california_17
4385,1996,California,18,DEMOCRAT,108827,165586,california_18
4386,1996,California,19,REPUBLICAN,137402,206379,california_19
4387,1996,California,20,DEMOCRAT,65381,115705,california_20
4388,1996,California,21,REPUBLICAN,125916,191152,california_21
4389,1996,California,22,DEMOCRAT,118299,244186,california_22
4390,1996,California,23,REPUBLICAN,118880,199507,california_23
4391,1996,California,24,DEMOCRAT,106193,214848,california_24
4392,1996,California,25,REPUBLICAN,122428,196203,california_25
4393,1996,California,26,DEMOCRAT,67525,102515,california_26
4394,1996,California,27,REPUBLICAN,95310,189930,california_27
4395,1996,California,28,REPUBLICAN,113389,186885,california_28
4396,1996,California,29,DEMOCRAT,145278,214817,california_29
4397,1996,California,30,DEMOCRAT,58283,80590,california_30
4398,1996,California,31,DEMOCRAT,69285,102690,california_31
4399,1996,California,32,DEMOCRAT,124712,151427,california_32
4400,1996,California,33,DEMOCRAT,47478,57828,california_33
4401,1996,California,34,DEMOCRAT,94730,138440,california_34
4402,1996,California,35,DEMOCRAT,92762,108488,california_35
4403,1996,California,36,DEMOCRAT,117752,224459,california_36
4404,1996,California,37,DEMOCRAT,87247,102646,california_37
4405,1996,California,38,REPUBLICAN,88136,167645,california_38
4406,1996,California,39,REPUBLICAN,120761,192290,california_39
4407,1996,California,40,REPUBLICAN,98821,152261,california_40
4408,1996,California,41,REPUBLICAN,83934,143445,california_41
4409,1996,California,42,DEMOCRAT,52166,103336,california_42
4410,1996,California,43,REPUBLICAN,97247,177640,california_43
4411,1996,California,44,REPUBLICAN,110643,191518,california_44
4412,1996,California,45,REPUBLICAN,125326,205522,california_45
4413,1996,California,46,DEMOCRAT,47964,102784,california_46
4414,1996,California,47,REPUBLICAN,160078,243777,california_47
4415,1996,California,48,REPUBLICAN,145814,221391,california_48
4416,1996,California,49,REPUBLICAN,108806,206768,california_49
4417,1996,California,50,DEMOCRAT,73200,118340,california_50
4418,1996,California,51,REPUBLICAN,149032,229024,california_51
4419,1996,California,52,REPUBLICAN,116746,178321,california_52
4420,1996,Colorado,1,DEMOCRAT,112631,197839,colorado_1
4421,1996,Colorado,2,DEMOCRAT,145894,255784,colorado_2
4422,1996,Colorado,3,REPUBLICAN,183523,266476,colorado_3
4423,1996,Colorado,4,REPUBLICAN,137012,244067,colorado_4
4424,1996,Colorado,5,REPUBLICAN,188805,262465,colorado_5
4425,1996,Colorado,6,REPUBLICAN,146018,234618,colorado_6
4426,1996,Connecticut,1,DEMOCRAT,145169,215136,connecticut_1
4427,1996,Connecticut,2,DEMOCRAT,106544,223249,connecticut_2
4428,1996,Connecticut,3,DEMOCRAT,137108,211352,connecticut_3
4429,1996,Connecticut,4,REPUBLICAN,121949,201712,connecticut_4
4430,1996,Connecticut,5,DEMOCRAT,105359,215130,connecticut_5
4431,1996,Connecticut,6,REPUBLICAN,113020,227756,connecticut_6
4432,1996,Delaware,0,REPUBLICAN,185577,266831,delaware_0
4433,1996,Florida,1,REPUBLICAN,175946,242545,florida_1
4434,1996,Florida,2,DEMOCRAT,138151,232400,florida_2
4435,1996,Florida,3,DEMOCRAT,98085,160281,florida_3
4436,1996,Florida,4,REPUBLICAN,1,1,florida_4
4437,1996,Florida,5,DEMOCRAT,161050,261101,florida_5
4438,1996,Florida,6,REPUBLICAN,161527,240442,florida_6
4439,1996,Florida,7,REPUBLICAN,143667,231557,florida_7
4440,1996,Florida,8,REPUBLICAN,136515,202326,florida_8
4441,1996,Florida,9,REPUBLICAN,161708,235517,florida_9
4442,1996,Florida,10,REPUBLICAN,114443,171820,florida_10
4443,1996,Florida,11,DEMOCRAT,108522,187403,florida_11
4444,1996,Florida,12,REPUBLICAN,122584,199097,florida_12
4445,1996,Florida,13,REPUBLICAN,173671,269904,florida_13
4446,1996,Florida,14,REPUBLICAN,176992,240834,florida_14
4447,1996,Florida,15,REPUBLICAN,139014,270350,florida_15
4448,1996,Florida,16,REPUBLICAN,175714,274541,florida_16
4449,1996,Florida,17,DEMOCRAT,114638,129165,florida_17
4450,1996,Florida,18,REPUBLICAN,123659,123665,florida_18
4451,1996,Florida,19,DEMOCRAT,188766,287867,florida_19
4452,1996,Florida,20,DEMOCRAT,159256,245033,florida_20
4453,1996,Florida,21,REPUBLICAN,125469,125473,florida_21
4454,1996,Florida,22,REPUBLICAN,137098,221618,florida_22
4455,1996,Florida,23,DEMOCRAT,102161,139089,florida_23
4456,1996,Georgia,1,REPUBLICAN,108616,159238,georgia_1
4457,1996,Georgia,2,DEMOCRAT,88256,163538,georgia_2
4458,1996,Georgia,3,REPUBLICAN,120251,196789,georgia_3
4459,1996,Georgia,4,DEMOCRAT,127157,220142,georgia_4
4460,1996,Georgia,5,DEMOCRAT,136555,136555,georgia_5
4461,1996,Georgia,6,REPUBLICAN,174155,301290,georgia_6
4462,1996,Georgia,7,REPUBLICAN,112009,193774,georgia_7
4463,1996,Georgia,8,REPUBLICAN,93619,178125,georgia_8
4464,1996,Georgia,9,REPUBLICAN,132532,202194,georgia_9
4465,1996,Georgia,10,REPUBLICAN,96723,184777,georgia_10
4466,1996,Georgia,11,REPUBLICAN,145821,226761,georgia_11
4467,1996,Hawaii,1,DEMOCRAT,86732,172206,hawaii_1
4468,1996,Hawaii,2,DEMOCRAT,109178,180963,hawaii_2
4469,1996,Idaho,1,REPUBLICAN,132344,264778,idaho_1
4470,1996,Idaho,2,REPUBLICAN,157646,229248,idaho_2
4471,1996,Illinois,1,DEMOCRAT,174005,203113,illinois_1
4472,1996,Illinois,2,DEMOCRAT,172648,183543,illinois_2
4473,1996,Illinois,3,DEMOCRAT,137153,209916,illinois_3
4474,1996,Illinois,4,DEMOCRAT,85278,91135,illinois_4
4475,1996,Illinois,5,DEMOCRAT,117544,183326,illinois_5
4476,1996,Illinois,6,REPUBLICAN,132401,205954,illinois_6
4477,1996,Illinois,7,DEMOCRAT,149568,181095,illinois_7
4478,1996,Illinois,8,REPUBLICAN,127763,205305,illinois_8
4479,1996,Illinois,9,DEMOCRAT,124319,196082,illinois_9
4480,1996,Illinois,10,REPUBLICAN,145626,210773,illinois_10
4481,1996,Illinois,11,REPUBLICAN,109896,212284,illinois_11
4482,1996,Illinois,12,DEMOCRAT,150005,209519,illinois_12
4483,1996,Illinois,13,REPUBLICAN,141651,236344,illinois_13
4484,1996,Illinois,14,REPUBLICAN,134432,208764,illinois_14
4485,1996,Illinois,15,REPUBLICAN,121019,211084,illinois_15
4486,1996,Illinois,16,REPUBLICAN,137523,228100,illinois_16
4487,1996,Illinois,17,DEMOCRAT,120008,231173,illinois_17
4488,1996,Illinois,18,REPUBLICAN,143110,241523,illinois_18
4489,1996,Illinois,19,DEMOCRAT,158668,237955,illinois_19
4490,1996,Illinois,20,REPUBLICAN,120926,240618,illinois_20
4491,1996,Indiana,1,DEMOCRAT,133553,193113,indiana_1
4492,1996,Indiana,2,REPUBLICAN,123113,212883,indiana_2
4493,1996,Indiana,3,DEMOCRAT,114288,197312,indiana_3
4494,1996,Indiana,4,REPUBLICAN,121344,207880,indiana_4
4495,1996,Indiana,5,REPUBLICAN,125191,211111,indiana_5
4496,1996,Indiana,6,REPUBLICAN,193193,257857,indiana_6
4497,1996,Indiana,7,REPUBLICAN,130010,209840,indiana_7
4498,1996,Indiana,8,REPUBLICAN,109860,219864,indiana_8
4499,1996,Indiana,9,DEMOCRAT,128123,226844,indiana_9
4500,1996,Indiana,10,DEMOCRAT,85965,162373,indiana_10
4501,1996,Iowa,1,REPUBLICAN,129242,244596,iowa_1
4502,1996,Iowa,2,REPUBLICAN,127827,239299,iowa_2
4503,1996,Iowa,3,DEMOCRAT,115914,234875,iowa_3
4504,1996,Iowa,4,REPUBLICAN,133419,256509,iowa_4
4505,1996,Iowa,5,REPUBLICAN,147576,225479,iowa_5
4506,1996,Kansas,1,REPUBLICAN,191899,261145,kansas_1
4507,1996,Kansas,2,REPUBLICAN,131592,252078,kansas_2
4508,1996,Kansas,3,REPUBLICAN,139169,279264,kansas_3
4509,1996,Kansas,4,REPUBLICAN,128486,256391,kansas_4
4510,1996,Kentucky,1,REPUBLICAN,111473,208157,kentucky_1
4511,1996,Kentucky,2,REPUBLICAN,125433,215916,kentucky_2
4512,1996,Kentucky,3,REPUBLICAN,126625,251951,kentucky_3
4513,1996,Kentucky,4,REPUBLICAN,149135,218074,kentucky_4
